Id,Price,Rating
3fd66200f964a52056ee1ee3,Cheap,8.8
3fd66200f964a52088e91ee3,Moderate,8.7
3fd66200f964a520b1e91ee3,Expensive,8.8
3fd66200f964a520cae41ee3,Cheap,7.5
3fd66200f964a520ede91ee3,Moderate,8.1
414e1d80f964a520ee1c1fe3,Moderate,0
42dc4280f964a52036261fe3,Expensive,7.6
42dc4280f964a5203b261fe3,Moderate,7.6
43276800f964a520b7271fe3,Moderate,8
436fea80f964a520f9291fe3,Moderate,7.7
43a7557bf964a5206b2c1fe3,Cheap,9
449f923ff964a520c5341fe3,Cheap,8
459b830af964a5208b401fe3,Cheap,8
467e1d72f964a5200f481fe3,Expensive,8.7
4785ef6ff964a520354d1fe3,Cheap,6.9
49bad154f964a520b5531fe3,Expensive,7.9
49d534c8f964a5207a5c1fe3,Moderate,0
49f10c98f964a52083691fe3,Cheap,8.8
49f5d88ff964a520c26b1fe3,Cheap,8.1
49fa7378f964a520fd6d1fe3,Cheap,6.2
49fb5a63f964a520396e1fe3,Cheap,7.7
4a2048e8f964a520687c1fe3,Moderate,8.9
4a272aeef964a52063911fe3,Expensive,8.6
4a3ef784f964a52098a31fe3,Moderate,7.8
4a411158f964a520baa41fe3,Cheap,7
4a6c86acf964a520b7d01fe3,Moderate,8.7
4a75edcff964a520b3e11fe3,Moderate,8.5
4a81f12ff964a5200df81fe3,None,7
4a99b4f4f964a520f62f20e3,Very Expensive,8.7
4abfd284f964a5207a9220e3,Moderate,7.5
4acf6ed7f964a520a0d320e3,Moderate,6.8
4ad8d0e5f964a520f11421e3,Moderate,8.6
4ae63608f964a520a8a521e3,Moderate,6.5
4aef3629f964a5209dd621e3,Moderate,8.5
4b02f734f964a520814b22e3,Moderate,8.8
4b2fadfdf964a520e6ed24e3,Cheap,8.8
4b4f6600f964a520cf0427e3,Moderate,8.3
4b76e514f964a5200c682ee3,Cheap,8.6
4b9709fcf964a520c4f434e3,Moderate,9.3
4bb79d4b3db7b7139d42209a,None,7.9
4bb8f6fa53649c74908d47fb,Moderate,6.4
4bc4fff66cccd13a7e99ff8b,Expensive,7.7
4bdafcc863c5c9b6d9bd2568,Cheap,6.6
4bdb4bf54b1f952169ac670b,None,7.7
4be5b3aa910020a11958d314,Cheap,0
4bed937cbac3c9b65c81fee9,Moderate,0
4c0eb436336220a147a4cc77,Moderate,0
4c463722cd5ca5935b2d0087,Moderate,0
4c76a18aff1fb60c857bf9a7,Moderate,7.2
4c80275174d7b60c4c0d6bd8,Moderate,0
4ccedf7c3cb6b713d816c4c8,Moderate,0
4cddae25ffcf370448200d82,Moderate,0
4d2ba0e26e27a14319873924,Moderate,0
4d30d940f714236ab68b7ca5,Cheap,8.7
4d338bdf8c42a1cdd919f35d,Cheap,0
4d8d2c60c1b1721ecedb1246,Cheap,8.8
4dbf36f26e810768bf9f54b5,Moderate,0
4dc09f1143a1fd4cf8819b0b,Moderate,0
4dc43dcdd164eb9c9fd070e3,Moderate,0
4dd927101f6ee146834c5e6a,Moderate,6.8
4ddfa9c052b16128c61da4b1,Moderate,0
4df3ef8722718759f821ba1a,Moderate,7
4e061d7ba809495e619070c9,Moderate,0
4e14ef40b0fb1946c78f7c40,Moderate,0
4e1dc238fa7653a9b2e6063c,Moderate,0
4e41d25dfa7630be83f9f283,Cheap,0
4e42b80a091a1d3ba0ca9358,Moderate,0
4e45733052b1bac0d968afc0,Moderate,0
4e4c739ebd413c4cc6697db1,Moderate,0
4e4e4ccfbd4101d0d7a72beb,Moderate,0
4e6248d7b993678bb6576508,Moderate,8.2
4e7a2d2ae4cdb158f246cc25,Moderate,0
4eaca19730f855f5b2feed5a,Moderate,8
4ec1a58be3005ff92a8bd16e,Moderate,0
4eca54f8d3e3e131f586371d,Moderate,0
4ed94c22775bcc53f934aaeb,Moderate,0
4edc1fac29c2b9122a84d85d,Moderate,0
4ee121f68231e61c74fb337a,Moderate,0
4ee8ec06e5fadaeb5e50f7c4,Moderate,0
4f04fe66b634a88a84b3476f,Moderate,0
4f13866ae4b03f4c01d16b93,Moderate,0
4f18bd1be4b0bb77e5bcef15,Moderate,7.9
4f22ed28e4b0e120800e6e66,Moderate,0
4f2b50a8e4b0c642e4b165fd,Moderate,0
4f2c6204e4b01675776481ca,Moderate,0
4f331c5ce4b05255bdf07d27,Cheap,8.3
4f3df7ade4b08346eec8017c,Moderate,0
4f4797a3e4b072f5a971dba0,Moderate,5.5
4f4a9773e4b002a2adcdb409,Moderate,0
4f57e21fe4b02ea342ad7d5d,Expensive,7.9
4f5fcd09e4b0d3b4932612bc,Moderate,0
4f7e3a6ce4b00dcb6965eb09,Cheap,0
4f9dc664e4b0b04585eafc64,Cheap,6.3
4fdcb78ae4b05c4e3b1284bc,Moderate,0
4ff37cb9e4b0b8fda883be7f,Moderate,7.9
5005dad2e4b0fb5932bc8eed,Cheap,0
5012a99fe4b0f8ec77c6f8e3,Moderate,0
50294d65e4b0d9146666f637,Cheap,7.9
506368efe4b0277106e8c3c4,Moderate,0
5064dcb9e4b0916c4c6106ae,Moderate,8.6
50770d04e4b0eca51a5714f7,Moderate,8.2
5089b2d5e4b08e7b421ac86e,Moderate,0
508f2f73e4b03b801324de4e,Moderate,0
50b516ebe4b0e6a87400cafd,Moderate,8.4
50ba9119e4b071a4bae6dc10,Cheap,8.9
50eb4bd4805574af86384d43,Moderate,0
510018e4e4b094239e785cd8,Moderate,0
5111589be4b0c342ad134946,Moderate,6.3
512eb02ae4b05f74812ab50b,Expensive,8.1
5138e26de4b0288547418d4d,Moderate,8.3
51486335e4b0cc8114b466cd,Cheap,7.9
51516200e4b0ab38c78ec946,Moderate,6.7
5171b5cc011cef9833bbb787,Moderate,8.9
5171cd5be4b046ab9ae733c0,Expensive,7.4
5179d28ae4b085c793b812f4,Moderate,0
51814e22498e812ad93a4530,Moderate,7.6
51a367ad498e3a83f4ffac69,Cheap,0
51ad373d498e8f3a3d903ae8,Moderate,0
51c080d9abd88bfe62869a59,Moderate,9.2
51c118bf454a9544b82d60cf,Cheap,8.4
51c36cfc498ed1f1a47f56f5,Moderate,0
51cb1540498ea4c8a8601d1f,Moderate,0
51ccae19498e7877d9f5c399,Moderate,0
51ce0320498e6d3591ec3175,Moderate,7.6
51df3b00498e0d09f4e577cd,Moderate,0
51e4981b498e7d2264d8eff2,Expensive,8.1
520f8c2311d25af014655a24,Moderate,8.3
52295f2293cdff812f0d0350,Cheap,0
522a1a1b11d283c55084cd01,Moderate,0
52411ca98bbd75ed0f690c1f,Moderate,0
525b05b811d2124c7e3ef808,Moderate,8.3
526e6a2511d29a5f9b282b10,Moderate,8.7
527ab62b11d277d9ae2ce58a,Moderate,0
5287e35711d2ab3ea77f7ebb,Cheap,8.1
528c14e0498e0faf4c532d5a,Moderate,0
52f5286a498e72f103f42d63,Moderate,0
52f53959498e7552cdb895c3,Cheap,6.4
5356fd93498e656cbe08db47,Moderate,7
536fbc9c498ee917296b9e09,Moderate,0
538d044c498eb8ab1307cd61,Cheap,6.8
5398fa28498e0fb58c22cf51,Moderate,0
5399a707498e606f9b2d2eef,Moderate,8.8
53dd1ead498e9ef3f539fb4e,Moderate,8
5409e965498e51456f30cd0a,Moderate,8.1
54148bc6498ea7bb8c05b70a,Moderate,9.2
54259e43498e5a95dd79ec51,Moderate,7.3
54412dcb498e48202bed21eb,Cheap,8.2
546010dd498eb987b7267620,Moderate,9
548c7da0498ea6aa0e8e5a1d,Moderate,9.1
549c6881498eaaf3954382f3,Moderate,8.5
54a71d7c498e7ae48b4fdfcc,Cheap,6.9
54c3bc24498e44dbbd7fe035,Moderate,8.5
54c52ebb498eb5a67290da25,Moderate,8
54fe14b5498e5e4468e65ad9,Cheap,6.7
553169c7498e56b3c76b6624,Moderate,6.6
5536759a498e56e343077057,Cheap,9.1
554c035f498e01d1a1fa1027,Moderate,0
55655271498eb729846075da,Expensive,8.1
556f9b2a498ecf739a5d6ea5,Moderate,0
55a682d6498ef469bb1a0add,Moderate,8.8
55f5b1d4498e880072214d3d,Cheap,7.9
55f727d7498ec2e384e5b040,Moderate,8.9
5601a877498e0ea0f6da9f2d,Moderate,0
5601ab28498e453737f2f030,Moderate,0
56059354498e571996f6e664,Moderate,5.7
564cb952498e133963c04186,Cheap,8.8
5673b4b5498ed6368456b30d,Moderate,9.3
568c9d54498e09bdc3f3e941,Moderate,0
568eae2e498e81e88812178e,Moderate,8.6
56e21d22498efa4a8545f697,Moderate,8.5
5702a4d1498ec2255b795cfe,Cheap,8
57164b8838fa4c3aecc5942c,Moderate,9.2
5724db3938fa6e0ab8af3195,Moderate,8.1
57461bbd498e35569a8452dc,Moderate,0
576bd714498e6b2020b3afb9,Moderate,9
57747010cd100bd4dbd9161e,Expensive,8.1
577c4a4a498e2c214c8f57e1,Moderate,9.3
578fa5ed498e1a21ec56415e,Cheap,7.3
57a22d36498e861f29dc6e1d,Moderate,0
57b8bd23498e8dbc12e18884,Moderate,0
57c4e77c498e9a06f6c279df,Cheap,8.8
57c5e80a498ef90b485a9ca4,Cheap,7.1
5804d67438fa658ee4729809,Moderate,0
580820a638fae571fa62c326,Moderate,8.5
581b6034ffb2191b8ca3fb09,Moderate,8.5
582391d5cb369f081ca71d36,Moderate,0
5834e441d7b4734dc27b0efa,Moderate,0
583b8d56a6118c60b5cfdc4b,Moderate,8
583cbde018fd2b1949b98e25,Moderate,8.8
585285cbc0df765c553a2c84,Moderate,9.1
586779ec07ac0762ed926424,Moderate,7.5
587fa2db561ded03b4428778,Cheap,7
58916bdef68d8d7fbeb76614,Moderate,0
589bb0fddfa6ff5e1dc8649f,Moderate,9
58bf5a738cb34e395a372b58,Moderate,8.4
58f55261419a9e48f4dd0706,Cheap,8.7
5911ed95603d2a337ff37e77,Cheap,8.2
593092cccad1b60cd280b4b3,Moderate,0
5942bc32780eee6c43094661,Moderate,0
5942d5c94c9be62191b036fa,Cheap,9.1
5945566589e49070ed40d9c9,Moderate,0
594869015f68b90855a8f7d0,Moderate,6
595a687475cb8c1148ebec1f,Cheap,0
59602664b399f759bab90639,Moderate,7.4
59603c6a81635b657dbf088f,Moderate,0
596e3b8d002f4c511e07d38a,Moderate,7.9
5988e71d69e77b511c06fa18,Moderate,7.1
599b9f51e57ca67eb7001c01,Moderate,0
59a07f053149b949aecb2715,Moderate,0
59a9e7d8f0ca95663b1d398d,Moderate,8.5
59af2bde65cdf82b4a51f617,Moderate,8.8
59b2d59349281437e3ecf4e6,Moderate,8.3
59b58d06ea1e44219b0c3a98,Cheap,8.3
59c298454b78c53a6f45f1a4,Moderate,0
59c68c0c4382ab16da7cf734,Cheap,8.3
59dfe90ed69ed038f9316118,Moderate,8.9
59fa5dda82a7507f228bc618,Moderate,7.6
5a0c6e8bf193c03e0969e853,Moderate,0
5a2c992526659b5f8c100c23,Moderate,8.4
5a7200d997461724ba963ae5,Cheap,7.7
5a91f3966c08d17d58eacb91,Moderate,6.8
5a9b06e11b0ea56bb2b80fc2,Moderate,7.4
5ab69d5cfc9e943b3c839d97,Cheap,8.2
5ac63c9a18d43b72307a7248,Moderate,7.2
5adb72c24ac28a766976217e,Moderate,6.4
5add81411213844299927a44,Moderate,7.8
5ae9d200e65d0c002ca88f54,Moderate,5.4
5afda093012358002cfdbd9b,Cheap,8.3
5b216fa1a423620039595906,Moderate,8.3
5b2ee4ee356b49002ce2cf60,Moderate,8.4
5b32927fc0cacb002c55d97d,Cheap,0
5b51d25f838e59002c6c84e9,Moderate,8.5
5b6dd915112c6c002c566be5,Moderate,0
5b842ba9b9a5a8002cdf49ed,Moderate,8
5b8ea7f5bd4009003962b446,Moderate,0
5b953344b6b04b002c237b92,Moderate,0
5b9c18516e488e00251edf43,Moderate,6.5
5bb8eec1e0c0c900399d30c6,Moderate,8.4
5bf326069fca56002cced494,Cheap,0
5bf753a33ba7670039bddd4d,Moderate,5.7
5c1026a6b9ac38002c29b96a,Moderate,0
5c273a8912c8f0002ce79ed5,Moderate,0
5c33e63d86f4cc002c827cbd,Moderate,0
5c4a63b11987ec002cddaece,Moderate,8.3
5c82ac6951950e0039187d89,Moderate,8.4
5c8407a42632ec002c1e5136,Moderate,0
5c89467fb9a5a8002c665717,Moderate,7.2
5cc1f2e804d1ae002cf25f49,Moderate,0
5ce2987edd8442002c23eeb0,Moderate,0
5d042e8ac47cf9002cbb95ab,Moderate,0
5d06a73559b5a4002347a1e0,Moderate,0
5d33629a57c4ad0008b51541,Moderate,0
5d362697ee95980008fce521,Expensive,8.4
5d423c584f190b0008ab9074,Cheap,0
5d4a1a6cf7552900084427b6,Moderate,0
5d5ba63a912a950007cd53be,Moderate,0
5d5c82b95eae0900079f0b78,Moderate,0
5d66a35c927f8b0008a59e2b,Cheap,0
5d697b319704a700087208cf,Moderate,0